seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,final_behavior_risk_score,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,fraud_label
beginner,22,28,49,Follow,0,70.22,7,100.62,49.16,0.21,1.04,4.88,0,0,5.91,0,2,2,12,6,0,18,0
experienced,270,384,86,Like,0,22.28,5,115.5,26.49,-0.04,0.18,1.9,0,0,2.08,0,2,1,12,0,0,12,0
beginner,54,61,48,Like,0,39.7,8,68.03,49.91,-0.15,0.74,11.39,0,0,12.13,0,1,3,0,12,0,12,0
experienced,160,344,90,Follow,0,51.62,5,112.43,50.1,0.01,0.07,2.51,0,0,2.58,0,2,3,12,12,0,24,0
new,4,9,49,Follow,0,137.38,7,25.6,145.97,-0.32,1.61,19.88,0,0,21.5,0,1,3,0,12,0,12,0
new,9,7,35,Like,0,46.98,2,103.43,61.54,-0.14,0.7,4.31,0,0,5.01,0,1,2,0,6,0,6,0
power,679,3693,100,Comment,0,68.61,7,34.85,49.95,0.52,2.6,18.03,0,0,20.63,0,2,1,12,0,0,12,0
experienced,96,558,90,Like,0,7.57,11,104.27,7.69,-0.0,0.01,4.15,0,0,4.15,0,2,2,12,6,5,23,0
fraud,427,662,45,Follow,0,6.52,8,176.62,8.22,-0.01,0.05,0.0,0,0,0.05,0,4,8,36,42,50,128,1
power,933,9589,84,Like,0,19.17,5,13.59,17.07,0.14,0.72,22.28,0,0,23.0,0,2,3,12,12,0,24,0
beginner,42,84,61,Comment,0,164.34,0,69.28,221.71,-0.82,4.08,11.14,0,0,15.23,0,2,3,12,12,5,29,0
beginner,34,36,51,Like,0,13.94,8,26.79,12.83,0.04,0.2,19.64,0,0,19.84,0,1,2,0,6,0,6,0
experienced,160,959,83,Comment,0,46.66,8,24.45,36.82,0.39,1.93,20.11,0,0,22.04,0,1,2,0,6,0,6,0
fraud,400,511,53,Like,0,4.1,33,30.7,3.0,0.03,0.17,18.86,0,0,19.03,0,6,13,60,72,35,167,1
experienced,174,694,87,Follow,0,51.99,0,56.76,50.56,0.02,0.12,13.65,0,0,13.77,0,1,2,0,6,0,6,0
experienced,108,220,85,Follow,0,17.21,16,91.94,20.47,-0.04,0.18,6.61,0,0,6.79,0,2,6,12,30,0,42,0
fraud,400,430,39,Follow,0,5.97,16,177.03,7.82,-0.01,0.05,0.0,0,0,0.05,0,6,11,60,60,10,130,1
power,1405,9365,100,Comment,0,62.38,3,31.28,49.61,0.4,1.98,18.74,0,0,20.72,0,1,1,0,0,0,0,0
beginner,45,83,52,Like,0,18.98,7,72.36,17.46,0.02,0.1,10.53,0,0,10.63,0,2,1,12,0,5,17,0
beginner,50,100,51,Like,0,9.81,14,102.38,8.61,0.01,0.06,4.52,0,0,4.58,0,1,2,0,6,0,6,0
experienced,172,750,89,Comment,0,36.04,0,88.07,44.04,-0.09,0.45,7.39,0,0,7.83,0,2,1,12,0,0,12,0
experienced,311,822,85,Follow,0,40.1,4,74.99,37.65,0.03,0.16,10.0,0,0,10.16,0,1,2,0,6,0,6,0
beginner,38,92,49,Like,0,10.4,17,21.5,11.04,-0.03,0.14,20.7,0,0,20.84,0,2,2,12,6,0,18,0
experienced,335,651,73,Like,0,45.18,2,98.76,60.26,-0.15,0.76,5.25,0,0,6.0,0,2,1,12,0,0,12,0
power,1263,8762,83,Like,0,9.89,17,8.6,7.93,0.2,1.02,23.28,0,0,24.3,0,2,2,12,6,5,23,0
beginner,42,21,69,Like,0,32.55,2,29.96,34.43,-0.06,0.3,19.01,0,0,19.31,0,2,8,12,42,0,54,0
beginner,51,61,62,Comment,0,49.56,4,25.96,41.83,0.29,1.43,19.81,0,0,21.24,0,1,3,0,12,0,12,0
beginner,55,73,54,Follow,0,87.03,5,102.23,83.96,0.03,0.15,4.55,0,0,4.7,0,1,1,0,0,5,5,0
new,1,5,29,Comment,0,93.32,3,70.05,109.4,-0.23,1.13,10.99,0,0,12.12,0,2,2,12,6,5,23,0
beginner,33,51,62,Comment,0,160.83,8,30.67,133.43,0.87,4.33,18.87,0,0,23.19,0,1,2,0,6,0,6,0
experienced,107,908,82,Follow,0,38.55,7,84.69,30.18,0.1,0.49,8.06,0,0,8.55,0,1,2,0,6,0,6,0
beginner,36,68,43,Follow,0,43.13,5,67.43,34.13,0.13,0.66,11.51,0,0,12.17,0,1,1,0,0,0,0,0
fraud,476,961,15,Follow,0,30.62,5,52.6,39.33,-0.16,0.81,14.48,0,0,15.29,0,8,13,84,72,10,166,1
experienced,268,679,71,Comment,0,65.29,6,62.41,78.17,-0.2,1.02,12.52,0,0,13.53,0,2,3,12,12,0,24,0
fraud,191,652,16,Comment,1,7.89,13,100.08,7.43,0.0,0.02,4.98,0,0,5.01,0,8,13,84,72,10,166,1
fraud,432,54,6,Follow,0,23.6,6,54.44,20.7,0.05,0.26,14.11,0,0,14.37,0,4,15,36,84,10,130,1
experienced,128,137,70,Comment,0,100.38,7,36.62,118.88,-0.49,2.46,17.68,0,0,20.14,0,4,3,36,12,0,48,0
experienced,233,691,68,Follow,0,23.34,4,83.5,30.88,-0.09,0.45,8.3,0,0,8.75,0,2,3,12,12,0,24,0
experienced,324,931,76,Like,0,36.62,2,116.05,35.89,0.01,0.03,1.79,0,0,1.82,0,4,6,36,30,0,66,0
fraud,281,856,16,Like,1,16.33,2,21.05,17.99,-0.08,0.38,20.79,0,0,21.17,0,6,11,60,60,20,140,1
power,1120,6341,84,Like,0,6.85,11,31.1,8.68,-0.06,0.28,18.78,0,0,19.07,0,2,1,12,0,5,17,0
experienced,324,273,68,Follow,0,38.04,6,42.4,28.68,0.22,1.08,16.52,0,0,17.6,0,1,3,0,12,0,12,0
experienced,231,113,73,Follow,0,49.21,8,49.75,36.58,0.25,1.24,15.05,0,0,16.29,0,3,5,24,24,0,48,0
power,958,6375,95,Follow,0,21.56,1,25.36,17.85,0.14,0.7,19.93,0,0,20.63,0,4,8,36,42,0,78,0
experienced,215,452,90,Comment,0,108.54,5,76.45,93.42,0.2,0.98,9.71,0,0,10.69,0,1,3,0,12,5,17,0
experienced,169,401,86,Follow,0,23.39,1,15.15,23.18,0.01,0.07,21.97,0,0,22.04,0,2,5,12,24,5,41,0
power,693,12245,94,Like,0,15.92,0,24.25,14.87,0.04,0.21,20.15,0,0,20.36,0,2,2,12,6,5,23,0
new,12,5,44,Comment,0,263.6,2,78.7,257.61,0.08,0.38,9.26,0,0,9.64,0,1,3,0,12,0,12,0
experienced,274,473,68,Like,0,8.35,16,39.86,9.69,-0.03,0.16,17.03,0,0,17.19,0,2,1,12,0,5,17,0
beginner,31,22,62,Like,1,56.9,3,24.33,41.49,0.61,3.04,20.13,0,0,23.18,0,1,3,0,12,0,12,0
new,11,8,23,Follow,0,49.91,6,32.5,53.71,-0.11,0.57,18.5,0,0,19.07,0,2,2,12,6,0,18,0
experienced,306,935,77,Comment,0,85.97,4,15.81,85.92,0.0,0.01,21.84,0,0,21.85,0,2,2,12,6,0,18,0
experienced,323,517,77,Comment,0,39.75,8,98.61,36.5,0.03,0.16,5.28,0,0,5.44,0,2,6,12,30,0,42,0
beginner,43,84,56,Like,0,34.92,0,57.75,35.19,-0.0,0.02,13.45,0,0,13.47,0,1,1,0,0,0,0,0
experienced,177,349,84,Like,0,17.13,5,71.18,22.66,-0.08,0.38,10.76,0,0,11.15,0,2,3,12,12,0,24,0
experienced,264,373,83,Comment,0,112.28,3,63.43,115.54,-0.05,0.25,12.31,0,0,12.57,0,2,3,12,12,5,29,0
beginner,58,65,70,Comment,0,156.03,4,99.75,128.56,0.27,1.36,5.05,0,0,6.41,0,1,2,0,6,5,11,0
new,11,10,44,Follow,1,63.27,1,66.45,53.6,0.14,0.72,11.71,0,0,12.43,0,1,3,0,12,0,12,0
experienced,160,357,80,Comment,0,113.49,6,45.94,90.51,0.49,2.45,15.81,0,0,18.26,0,2,3,12,12,5,29,0
experienced,357,216,71,Like,0,22.38,7,30.91,18.09,0.13,0.67,18.82,0,0,19.49,0,1,1,0,0,0,0,0
new,5,6,39,Follow,0,42.26,19,23.86,33.41,0.36,1.78,20.23,0,0,22.01,0,4,3,36,12,0,48,0
power,536,4487,80,Like,0,8.27,7,23.66,9.89,-0.07,0.33,20.27,0,0,20.6,0,1,2,0,6,0,6,0
fraud,345,453,7,Follow,0,8.73,17,113.46,10.82,-0.02,0.09,2.31,0,0,2.4,0,6,9,60,48,35,143,1
experienced,226,935,80,Like,0,26.72,5,48.59,18.72,0.16,0.81,15.28,0,0,16.09,0,1,2,0,6,0,6,0
new,10,7,34,Follow,0,66.06,3,76.66,84.26,-0.23,1.17,9.67,0,0,10.84,0,1,2,0,6,0,6,0
beginner,53,87,59,Like,0,14.15,2,108.15,9.92,0.04,0.19,3.37,0,0,3.56,0,2,1,12,0,0,12,0
beginner,30,31,56,Like,1,15.81,3,55.91,18.14,-0.04,0.2,13.82,0,0,14.02,0,4,7,36,36,0,72,0
experienced,237,714,73,Like,0,19.26,2,17.26,17.59,0.09,0.46,21.55,0,0,22.01,0,3,7,24,36,0,60,0
experienced,229,961,87,Follow,0,18.82,3,34.38,22.6,-0.11,0.53,18.12,0,0,18.66,0,1,3,0,12,5,17,0
experienced,289,414,71,Follow,1,21.8,1,21.28,22.27,-0.02,0.11,20.74,0,0,20.85,0,1,1,0,0,5,5,0
fraud,78,947,44,Follow,0,7.71,13,85.18,7.44,0.0,0.02,7.96,0,0,7.98,0,9,7,96,36,0,132,1
experienced,229,124,78,Comment,0,36.79,3,20.72,40.5,-0.17,0.85,20.86,0,0,21.71,0,2,1,12,0,0,12,0
fraud,231,84,38,Comment,0,31.12,0,86.75,23.8,0.08,0.42,7.65,0,0,8.07,0,9,3,96,12,35,143,1
power,650,6966,97,Like,0,8.61,12,24.24,7.8,0.03,0.16,20.15,0,0,20.31,0,1,2,0,6,0,6,0
experienced,287,705,84,Follow,0,14.63,8,32.99,17.1,-0.07,0.36,18.4,0,0,18.77,0,1,3,0,12,5,17,0
experienced,108,401,89,Follow,0,11.96,13,33.96,12.05,-0.0,0.01,18.21,0,0,18.22,0,2,1,12,0,0,12,0
experienced,329,387,75,Like,0,26.13,1,44.47,31.86,-0.13,0.63,16.11,0,0,16.74,0,2,3,12,12,0,24,0
new,6,9,35,Follow,0,116.15,4,81.1,143.73,-0.34,1.68,8.78,0,0,10.46,0,2,8,12,42,0,54,0
fraud,410,154,52,Comment,0,18.5,2,99.21,18.21,0.0,0.01,5.16,0,0,5.17,0,5,10,48,54,20,122,1
beginner,16,19,70,Like,0,64.21,6,91.19,79.45,-0.17,0.83,6.76,0,0,7.59,0,2,2,12,6,5,23,0
beginner,34,25,53,Like,0,12.87,5,60.55,16.61,-0.06,0.3,12.89,0,0,13.19,0,1,1,0,0,5,5,0
experienced,83,280,85,Comment,0,89.7,7,33.58,107.26,-0.51,2.54,18.28,0,0,20.82,0,2,7,12,36,0,48,0
beginner,42,21,49,Follow,0,62.32,8,20.17,66.54,-0.2,1.0,20.97,0,0,21.96,0,2,2,12,6,0,18,0
beginner,32,28,50,Follow,0,37.57,2,94.79,33.86,0.04,0.19,6.04,0,0,6.24,0,1,2,0,6,0,6,0
fraud,369,240,35,Like,0,9.24,9,111.42,7.59,0.01,0.07,2.72,0,0,2.79,0,7,4,72,18,50,140,1
beginner,49,80,42,Comment,0,175.58,11,101.16,189.02,-0.13,0.66,4.77,0,0,5.43,0,3,6,24,30,5,59,0
experienced,135,132,89,Follow,0,41.69,5,17.1,44.9,-0.18,0.89,21.58,0,0,22.47,0,2,1,12,0,0,12,0
new,13,4,37,Comment,1,86.66,0,102.5,76.65,0.1,0.48,4.5,0,0,4.98,0,2,3,12,12,0,24,0
power,1009,10868,98,Like,0,13.1,16,27.25,11.46,0.06,0.29,19.55,0,0,19.84,0,1,2,0,6,0,6,0
experienced,110,222,83,Follow,0,47.8,19,42.37,64.49,-0.38,1.92,16.53,0,0,18.45,0,2,2,12,6,0,18,0
experienced,304,586,77,Like,0,40.46,4,76.42,43.73,-0.04,0.21,9.72,0,0,9.93,0,4,5,36,24,0,60,0
experienced,95,422,88,Like,0,20.94,6,38.26,15.19,0.15,0.73,17.35,0,0,18.08,0,1,1,0,0,0,0,0
experienced,331,547,71,Comment,0,66.29,15,24.47,78.05,-0.46,2.31,20.11,0,0,22.42,0,1,3,0,12,0,12,0
fraud,255,791,38,Like,1,3.53,35,168.87,3.69,-0.0,0.0,0.0,0,0,0.0,0,2,9,12,48,0,60,1
new,11,10,22,Comment,0,167.67,3,94.45,228.22,-0.63,3.17,6.11,0,0,9.28,0,2,4,12,18,0,30,0
beginner,33,68,67,Comment,0,64.58,7,54.08,45.56,0.35,1.73,14.18,0,0,15.91,0,1,3,0,12,5,17,0
beginner,28,42,40,Like,0,56.22,8,19.57,45.45,0.52,2.62,21.09,0,0,23.7,0,1,2,0,6,0,6,0
new,3,0,21,Like,0,43.1,2,27.41,30.62,0.44,2.2,19.52,0,0,21.71,0,2,1,12,0,5,17,0
power,293,7614,93,Comment,0,43.76,8,34.22,42.09,0.05,0.24,18.16,0,0,18.39,0,2,3,12,12,5,29,0
power,307,10141,96,Follow,0,31.1,7,33.72,29.94,0.03,0.17,18.26,0,0,18.42,0,2,2,12,6,5,23,0
power,665,6138,82,Comment,0,45.27,2,33.85,57.21,-0.34,1.71,18.23,0,0,19.94,0,2,1,12,0,0,12,0
experienced,104,403,75,Like,0,13.93,13,68.67,18.48,-0.07,0.33,11.27,0,0,11.59,0,2,3,12,12,0,24,0
experienced,224,607,85,Comment,0,38.17,5,34.68,39.9,-0.05,0.24,18.06,0,0,18.31,0,3,3,24,12,0,36,0
experienced,184,838,72,Like,0,22.88,7,45.76,27.86,-0.11,0.53,15.85,0,0,16.38,0,2,1,12,0,0,12,0
beginner,48,90,58,Comment,0,72.87,8,43.68,74.7,-0.04,0.21,16.26,0,0,16.47,0,4,5,36,24,5,65,0
beginner,47,27,62,Like,0,16.7,8,87.7,16.99,-0.0,0.02,7.46,0,0,7.48,0,2,3,12,12,0,24,0
new,1,2,21,Comment,0,160.75,1,102.82,190.03,-0.28,1.41,4.44,0,0,5.85,0,2,1,12,0,0,12,0
fraud,344,62,46,Comment,1,41.74,6,97.63,56.87,-0.15,0.77,5.47,0,0,6.24,0,8,13,84,72,20,176,1
new,9,3,39,Follow,0,87.96,6,104.86,74.77,0.12,0.62,4.03,0,0,4.65,0,2,3,12,12,0,24,0
fraud,463,947,9,Like,0,26.69,0,154.25,19.17,0.05,0.24,0.0,0,0,0.24,0,6,14,60,78,10,148,1
beginner,43,73,57,Comment,0,93.95,3,37.51,103.69,-0.25,1.26,17.5,0,0,18.76,0,1,2,0,6,0,6,0
experienced,298,745,71,Like,0,23.96,0,87.82,23.37,0.01,0.03,7.44,0,0,7.47,0,1,2,0,6,5,11,0
new,6,0,20,Follow,0,34.85,5,17.81,37.57,-0.14,0.72,21.44,0,0,22.16,0,1,3,0,12,0,12,0
experienced,320,535,71,Comment,0,58.32,7,55.08,74.06,-0.28,1.4,13.98,0,0,15.39,0,1,1,0,0,0,0,0
experienced,143,765,66,Comment,0,39.96,4,96.13,37.57,0.02,0.12,5.77,0,0,5.9,0,2,3,12,12,0,24,0
experienced,314,743,77,Follow,0,34.98,1,76.93,38.56,-0.05,0.23,9.61,0,0,9.84,0,1,1,0,0,0,0,0
beginner,29,68,47,Like,0,39.17,1,79.21,45.38,-0.08,0.39,9.16,0,0,9.54,0,2,6,12,30,0,42,0
experienced,212,617,72,Comment,0,95.78,1,19.87,99.65,-0.19,0.93,21.03,0,0,21.95,0,2,8,12,42,0,54,0
experienced,134,327,86,Follow,0,14.11,6,77.06,10.18,0.05,0.25,9.59,0,0,9.84,0,2,3,12,12,0,24,0
experienced,142,150,86,Follow,0,21.88,7,117.9,20.81,0.01,0.05,1.42,0,0,1.47,0,1,3,0,12,0,12,0
beginner,36,20,64,Comment,0,190.65,4,47.99,225.14,-0.7,3.52,15.4,0,0,18.92,0,2,3,12,12,0,24,0
beginner,22,82,44,Follow,0,101.25,5,29.09,140.89,-1.32,6.59,19.18,0,0,25.77,0,1,2,0,6,5,11,0
beginner,43,75,41,Follow,0,62.17,4,117.75,76.18,-0.12,0.59,1.45,0,0,2.04,0,2,1,12,0,5,17,0
beginner,60,24,50,Comment,0,186.44,2,98.08,249.46,-0.64,3.18,5.38,0,0,8.56,0,2,3,12,12,5,29,0
fraud,122,700,6,Comment,0,9.17,19,138.79,10.52,-0.01,0.05,0.0,0,0,0.05,0,7,8,72,42,35,149,1
beginner,60,69,54,Comment,0,46.4,2,108.03,46.54,-0.0,0.01,3.39,0,0,3.4,0,2,8,12,42,0,54,0
fraud,269,258,31,Follow,0,2.99,25,117.72,3.04,-0.0,0.0,1.46,0,0,1.46,0,9,12,96,66,50,212,1
power,1123,7351,92,Follow,0,31.01,2,23.12,31.67,-0.03,0.14,20.38,0,0,20.51,0,2,3,12,12,5,29,0
fraud,23,240,8,Like,1,4.95,29,148.63,6.16,-0.01,0.04,0.0,0,0,0.04,0,6,9,60,48,20,128,1
beginner,57,24,67,Follow,0,61.12,8,88.26,82.24,-0.24,1.18,7.35,0,0,8.53,0,1,1,0,0,0,0,0
fraud,380,568,35,Like,0,4.22,20,151.64,4.03,0.0,0.01,0.0,0,0,0.01,0,2,13,12,72,0,84,1
experienced,297,210,84,Follow,0,38.54,1,55.8,38.77,-0.0,0.02,13.84,0,0,13.86,0,2,2,12,6,0,18,0
fraud,463,450,38,Comment,0,28.13,3,82.81,37.87,-0.12,0.58,8.44,0,0,9.02,0,6,5,60,24,20,104,1
new,3,10,38,Follow,0,54.0,8,21.31,45.52,0.38,1.9,20.74,0,0,22.64,0,1,3,0,12,0,12,0
experienced,344,364,72,Like,0,17.26,4,90.66,18.98,-0.02,0.09,6.87,0,0,6.96,0,2,2,12,6,0,18,0
experienced,255,507,73,Comment,0,94.84,5,117.11,71.69,0.2,0.98,1.58,0,0,2.56,0,2,2,12,6,0,18,0
beginner,21,28,48,Comment,0,47.36,7,103.4,33.56,0.13,0.66,4.32,0,0,4.98,0,1,1,0,0,0,0,0
experienced,82,844,74,Comment,0,86.77,2,52.6,118.15,-0.59,2.93,14.48,0,0,17.41,0,1,2,0,6,0,6,0
new,15,1,32,Follow,0,67.97,3,38.85,67.58,0.01,0.05,17.23,0,0,17.28,0,3,3,24,12,5,41,0
fraud,263,770,22,Comment,0,55.39,4,139.87,43.47,0.08,0.42,0.0,0,0,0.42,0,5,9,48,48,35,131,1
new,9,0,47,Like,0,20.24,1,103.51,16.24,0.04,0.19,4.3,0,0,4.49,0,2,1,12,0,5,17,0
experienced,73,931,89,Like,0,38.15,2,39.98,44.24,-0.15,0.74,17.0,0,0,17.75,0,1,2,0,6,0,6,0
fraud,449,523,51,Like,0,4.17,31,128.23,5.82,-0.01,0.06,0.0,0,0,0.06,0,2,6,12,30,50,92,1
beginner,45,47,54,Like,0,41.4,11,115.08,32.82,0.07,0.37,1.98,0,0,2.35,0,1,1,0,0,0,0,0
experienced,187,659,83,Follow,0,43.71,1,22.22,33.32,0.45,2.24,20.56,0,0,22.79,0,2,4,12,18,5,35,0
experienced,93,322,77,Follow,0,28.81,4,100.64,28.65,0.0,0.01,4.87,0,0,4.88,0,1,1,0,0,5,5,0
new,8,0,46,Comment,0,162.7,7,63.83,210.54,-0.74,3.69,12.23,0,0,15.92,0,4,6,36,30,5,71,0
experienced,231,259,85,Follow,0,13.98,0,52.99,16.74,-0.05,0.26,14.4,0,0,14.66,0,2,3,12,12,0,24,0
fraud,236,523,37,Like,0,2.58,29,91.32,3.12,-0.01,0.03,6.74,0,0,6.77,0,9,2,96,6,0,102,1
beginner,37,84,62,Like,0,34.09,0,82.75,33.96,0.0,0.01,8.45,0,0,8.46,0,3,8,24,42,5,71,0
experienced,302,248,88,Like,0,8.51,9,49.98,8.64,-0.0,0.01,15.0,0,0,15.02,0,4,8,36,42,0,78,0
beginner,57,63,64,Like,0,52.96,5,16.92,69.78,-0.94,4.69,21.62,0,0,26.31,0,1,3,0,12,0,12,0
beginner,44,43,47,Like,0,28.7,19,55.01,28.41,0.01,0.03,14.0,0,0,14.02,0,1,2,0,6,5,11,0
beginner,39,48,53,Follow,1,39.36,2,85.35,31.46,0.09,0.46,7.93,0,0,8.39,0,2,2,12,6,0,18,0
experienced,216,389,79,Like,1,9.75,13,79.5,11.75,-0.02,0.12,9.1,0,0,9.22,0,1,3,0,12,0,12,0
experienced,174,270,79,Like,0,27.72,4,60.42,26.0,0.03,0.14,12.92,0,0,13.05,0,2,6,12,30,5,47,0
experienced,149,205,77,Follow,0,34.49,8,36.92,42.68,-0.22,1.08,17.62,0,0,18.7,0,2,2,12,6,0,18,0
beginner,17,93,63,Follow,0,63.15,1,22.49,67.39,-0.18,0.9,20.5,0,0,21.4,0,3,6,24,30,0,54,0
beginner,29,41,52,Like,0,29.63,6,57.43,26.87,0.05,0.24,13.51,0,0,13.75,0,2,1,12,0,0,12,0
experienced,299,784,68,Comment,0,79.36,2,76.83,65.16,0.18,0.91,9.63,0,0,10.55,0,1,2,0,6,0,6,0
beginner,48,82,41,Like,0,44.68,0,42.94,37.19,0.17,0.85,16.41,0,0,17.26,0,2,1,12,0,0,12,0
beginner,28,17,59,Follow,0,68.4,6,78.08,91.29,-0.29,1.45,9.38,0,0,10.83,0,4,5,36,24,5,65,0
experienced,346,367,73,Like,0,19.6,8,49.58,15.27,0.09,0.43,15.08,0,0,15.51,0,2,3,12,12,0,24,0
beginner,43,13,44,Comment,0,114.28,2,68.99,133.88,-0.28,1.4,11.2,0,0,12.6,0,1,3,0,12,5,17,0
beginner,55,47,45,Follow,0,50.25,7,81.69,54.69,-0.05,0.27,8.66,0,0,8.93,0,2,3,12,12,0,24,0
experienced,304,982,74,Like,0,9.95,14,52.56,8.34,0.03,0.15,14.49,0,0,14.64,0,2,3,12,12,0,24,0
new,6,7,39,Like,0,88.2,3,35.67,84.44,0.1,0.51,17.87,0,0,18.38,0,4,7,36,36,0,72,0
beginner,49,58,42,Comment,0,51.45,7,112.74,40.27,0.1,0.49,2.45,0,0,2.94,0,1,3,0,12,0,12,0
beginner,19,94,43,Follow,0,86.41,8,19.85,99.98,-0.65,3.25,21.03,0,0,24.28,0,2,1,12,0,5,17,0
power,1468,13160,100,Follow,0,38.25,0,17.52,47.72,-0.51,2.56,21.5,0,0,24.05,0,2,2,12,6,0,18,0
new,3,2,46,Comment,0,195.79,2,90.76,185.35,0.11,0.57,6.85,0,0,7.42,0,2,3,12,12,0,24,0
experienced,296,832,74,Like,0,10.66,5,112.32,12.43,-0.02,0.08,2.54,0,0,2.61,0,1,1,0,0,0,0,0
beginner,39,59,48,Comment,0,52.87,18,69.84,43.39,0.13,0.67,11.03,0,0,11.7,0,2,2,12,6,0,18,0
fraud,240,453,46,Like,0,1.62,34,79.91,2.03,-0.01,0.03,9.02,0,0,9.04,0,7,3,72,12,35,119,1
experienced,281,782,77,Follow,0,34.38,6,18.06,28.82,0.29,1.46,21.39,0,0,22.85,0,2,2,12,6,0,18,0
beginner,45,75,40,Like,0,17.33,4,92.33,18.18,-0.01,0.05,6.53,0,0,6.58,0,2,2,12,6,0,18,0
experienced,327,510,70,Comment,0,110.7,5,108.76,151.43,-0.37,1.86,3.25,0,0,5.1,0,1,3,0,12,0,12,0
new,6,5,24,Follow,0,90.74,2,33.22,74.49,0.47,2.37,18.36,0,0,20.73,0,2,1,12,0,0,12,0
experienced,357,903,79,Comment,0,115.4,7,62.73,123.56,-0.13,0.64,12.45,0,0,13.09,0,1,1,0,0,5,5,0
experienced,76,455,83,Follow,0,11.85,17,63.48,8.56,0.05,0.26,12.3,0,0,12.56,0,2,2,12,6,5,23,0
experienced,358,191,88,Follow,0,21.98,1,29.96,24.85,-0.09,0.46,19.01,0,0,19.47,0,4,3,36,12,0,48,0
experienced,151,495,65,Like,0,46.39,3,88.49,61.51,-0.17,0.84,7.3,0,0,8.15,0,2,1,12,0,5,17,0
beginner,24,67,69,Follow,0,23.44,8,61.45,25.6,-0.03,0.17,12.71,0,0,12.88,0,3,4,24,18,0,42,0
experienced,233,798,79,Like,0,14.92,1,66.6,13.16,0.03,0.13,11.68,0,0,11.81,0,2,2,12,6,5,23,0
power,1013,6342,90,Like,0,7.68,20,28.61,9.34,-0.06,0.28,19.28,0,0,19.56,0,1,2,0,6,0,6,0
fraud,77,806,19,Like,0,1.89,30,89.45,1.42,0.01,0.03,7.11,0,0,7.14,0,1,8,0,42,20,62,1
experienced,225,802,90,Like,0,10.39,17,49.24,10.72,-0.01,0.03,15.15,0,0,15.18,0,1,3,0,12,0,12,0
experienced,88,880,88,Like,0,14.87,0,111.52,16.82,-0.02,0.09,2.7,0,0,2.78,0,2,3,12,12,0,24,0
new,12,10,31,Comment,0,244.0,2,28.27,299.8,-1.91,9.53,19.35,0,0,28.88,0,1,3,0,12,0,12,0
fraud,457,137,13,Like,1,5.62,5,41.23,5.37,0.01,0.03,16.75,0,0,16.79,0,6,4,60,18,0,78,1
experienced,188,290,86,Comment,0,40.43,6,33.05,30.01,0.31,1.53,18.39,0,0,19.92,0,1,3,0,12,0,12,0
new,9,5,41,Follow,0,109.39,8,117.67,102.04,0.06,0.31,1.47,0,0,1.78,0,2,1,12,0,0,12,0
power,658,11546,82,Follow,0,13.98,6,26.37,19.03,-0.18,0.92,19.73,0,0,20.65,0,1,2,0,6,5,11,0
new,6,9,20,Comment,0,177.21,5,110.36,160.83,0.15,0.74,2.93,0,0,3.66,0,2,6,12,30,0,42,0
beginner,34,85,45,Like,0,27.46,4,53.19,30.05,-0.05,0.24,14.36,0,0,14.6,0,1,1,0,0,5,5,0
experienced,276,206,74,Follow,0,34.03,6,69.84,40.31,-0.09,0.44,11.03,0,0,11.48,0,1,3,0,12,0,12,0
power,506,7103,98,Comment,0,25.72,5,30.78,27.6,-0.06,0.3,18.84,0,0,19.14,0,4,3,36,12,5,53,0
experienced,134,540,75,Follow,0,33.8,1,81.98,30.28,0.04,0.21,8.6,0,0,8.82,0,2,3,12,12,0,24,0
power,269,5633,85,Like,0,14.59,5,13.66,14.85,-0.02,0.09,22.27,0,0,22.35,0,1,1,0,0,0,0,0
new,14,1,30,Follow,0,84.1,2,18.96,89.77,-0.28,1.42,21.21,0,0,22.63,0,2,3,12,12,0,24,0
experienced,269,613,86,Like,0,21.12,2,105.25,14.95,0.06,0.29,3.95,0,0,4.24,0,2,1,12,0,5,17,0
power,1243,14696,83,Like,0,11.98,7,10.17,12.0,-0.0,0.01,22.97,0,0,22.97,0,1,2,0,6,0,6,0
experienced,179,460,76,Follow,0,16.69,0,92.27,19.78,-0.03,0.17,6.55,0,0,6.71,0,2,6,12,30,5,47,0
experienced,100,356,68,Comment,0,78.88,1,34.4,98.4,-0.55,2.76,18.12,0,0,20.88,0,2,3,12,12,0,24,0
experienced,188,259,86,Comment,0,40.14,14,68.61,44.41,-0.06,0.31,11.28,0,0,11.58,0,2,2,12,6,0,18,0
new,15,9,27,Like,0,60.97,18,96.14,65.37,-0.05,0.23,5.77,0,0,6.0,0,2,2,12,6,0,18,0
beginner,55,16,69,Comment,0,165.98,3,70.39,178.0,-0.17,0.84,10.92,0,0,11.76,0,2,1,12,0,5,17,0
experienced,107,992,88,Comment,0,37.87,3,22.78,45.88,-0.34,1.68,20.44,0,0,22.13,0,1,2,0,6,0,6,0
experienced,227,585,67,Like,0,7.29,13,25.01,9.96,-0.1,0.51,20.0,0,0,20.51,0,2,3,12,12,0,24,0
